ABET	VBOO; 
sterling	 sterling; deeglik;  Engelse pond;  eg;  verdienstelik;  suiwer;  betroubaar; 
still	stookketel;  dekor;  stilfoto;  laat bedaar;  stook;  distilleertoestel;  stokery;  distilleer;  distilleerder; 
stimulate	stimuleer;  prikkel; 
stimulating	 prikkelend; stimulerend; 
stipulate	 voorskryf;  gestipuleer; bepaal;  stipuleer; 
stipulated	 gestipuleerde;  bepaalde; voorgeskrewe; 
stock	 bevoorraad;  vestig;  voorraadpapier;  skaafblok;  ras;  vilet;  handvatsel;  stok;  materiaal;  blok;  teelmateriaal;  vee; aanslag;  skag;  stapel;  voorsien van bye;  voorraad;  kern;  hef;  veestapel;  in voorraad hou;  onderstam;  effekte;  koepeltjie;  bef;  aftreksel;  satellietkoepel; 
stolen	gesteelde; 
stone	 steen;  pit;  afstryk;  ontpit;  soetslypsteen;  (om te) stenig; klip;  stenig;  met klippe gooi; 
stop	 stuit;  stuiting;  stilhouplek;  afsluit;  staak;  stop;  diafragma;  tot stilstand bring;  doodloop;  toestop;  stilhou;  besoekpunt;  lensopening;  stuiter; keer;  halte;  afsit; 
storage	 berging;  bergruimte;  opbergkoste;  opgaring;  opberging;  opgaarruimte;  bêreplek;  opbergruimte;  bêregeld;  opslag; bewaring;  bêre; 
store	stoor;  magasyn;  berg;  opberg;  bêreplek;  geheue;  reserwe;  bêre;  pakhuis;  opgaar; 
stored	gebergde;  het gebêre;  opgebergde;  gestoorde;  opgegaarde; 
storey	 verdieping; laag; 
stories	 verdiepings; lae; 
story	storie; 
storyteller	storieverteller; 
storytellers	storievertellers; 
storytelling	vertel van stories;  vertelkuns; 
strategic	strategies; 
strategies	strategieë; 
strategy	strategie; 
stream	 straal; baan;  stroom;  oorboord laat uitloop; 
streams	strale;  bane;  strome;  oorboord laat uitloop; 
street	 straat; klem; 
streets	strate; 
strength	krag;  sterkte; 
strengthen	versterk;  verdig; 
strengthened	versterkte;  verdigte; 
strengthening	versterking; 
stress	 beklemtoon;  stremming;  spanning; druk;  inspanning;  stres;  klem;  span; 
strict	streng;  pylreguit;  nougeset; 
stride	tree; 
strides	treë; 
strike	 raakboor;  tref;  afdruk;  ontsteek;  afslaan;  staak;  staking;  wegruim;  wortelskiet; vind;  strekking;  verwyder;  vat;  aftakel;  raak boor;  koers;  strek;  trek;  slaan;  vonds;  ontdekking;  daal; 
string	 inryg;  styl;  afhaar; haar;  lyn;  vlaggie;  bevlag;  strikbandjie;  tou;  snaar;  woordstring;  band kappie;  string; 
strip	 uitmekaarhaal;  aftrek;  strook;  afbreek;  afdraai;  aftop;  afstroop;  doldraai;  stroop;  oordraad draai; band;  aftakel;  inplak;  reep;  strook materiaal; 
strips	stroke; 
strive	streef;  poog; 
striving	strewe; 
strong	 fris;  geweldig;  kras;  heg;  versterk; sterk;  hewig;  fors;  gespierd;  magtig;  vurig;  kragtig;  swaar;  dugtig;  fiks;  ferm;  skerp; 
stronger	intenser; 
strongly	sterk;  kragtig; 
struck	afgedruk; 
structural	 bou-; struktureel; 
structure	 konstruksie;  struktuur;  bouwerk; bou;  struktureer;  samestelling; 
structured	 geboude; gestruktureerde; 
structures	geboue;  bouwerke;  strukture;  samestellings;  konstruksies; 
struggle	 'n stryd voer;  worsteling; worstel; 
struggles	 worstelings;  'n stryd voer; worstel; 
struggling	 'n stryd voer;  worsteling; worstel; 
students	studente; 
studies	 instudeer;  bestudeer;  studeer;  studies; studeer; ondersoeke; 
studio	ateljee; 
studios	ateljees; 
study	 instudeerder;  instudeer;  studie;  bestudeer; ondersoek;  studeer; 
style	 styl; wyse;  stileer; 
sub	onder;  redigeer;  ledegeld ;  ondergeskikte;  intekengeld;  duikboot;  sub;  sub-;  plaasvervanger; 
subject	 subjek;  onderskik maak;  ondergeskik maak;  onderdaan; onderwerp;  vak;  vakgebied;  proefpersoon; 
subjected	 ondergeskik gemaak; onderworpe;  onderskik gemaak; 
subjects	 vakke;  onderskik maak;  ondergeskik maak;  vakgebiede; onderwerpe;  subjekte;  proefpersone;  onderdane; 
submission	 onderwerping; betoog; 
submissions	onderwerpings;  betoë; 
submit	 voorlê;  onderwerp; indien; 
submitted	ingedien; 
submitting	 lê voor;  dien in;  voorlê; indien; 
subparagraph	subparagraaf; 
subpoena	dagvaarding;  getuiedagvaarding; 
subregulation	subregulasie; 
subscribe	inteken; 
subscribed	ingetekende; 
subsection	 subseksie; subartikel;  onderafdeling; 
subsections	 subseksies; subartikels;  onderafdelings; 
subsequent	daaropvolgende;  daaropvolgend; 
subsequently	aanopvolgende; 
subsidiary	 newe-;  hulp-; bykomend;  ondergeskik; 
subsidies	 verblyfkostes; subsidies; 
subsidy	 verblyfkoste; subsidie; 
subsistence	bestaans-; verblyf-; 
substance	stof;  substansie;  staankrag; 
substances	 substansies;  staankragte; stowwe; 
substantial	 substansieel; werklik;  beduidend;  stoflik;  stewig;  lywig;  deeglik;  welgesteld;  aansienlik;  wesenlik;  solied;  selfstandig; 
substantially	 in breë trekke;  naastenby; wesenlik;  in hoofsaak; 
substantive	wesenlike;  substantief; 
substitute	 substitueer;  substituut;  vervanger;  vervangingsmiddel;  as plaasvervanger optree; vervang;  plaasvervanger; 
substituted	gesubstitueerde;  het as plaasvervanger opgetree;  vervangde; 
substitutes	 vervangers;  as plaasvervangers optree;  sy …;  substitueer;  vervangingsmiddels;  plaasvervangers; vervang;  substitute; 
substituting	 om te …;  substitueer; vervang; 
substitution	 substitusieneurose; vervanging;  substitusie;  substituering; 
subtropical	 subtropies; subtropiese; 
succeed	opvolg;  volg op; 
succeeded	 het opgevolg; opgevolgde; 
success	sukses; 
successes	suksesse; 
successful	suksesvol; 
successfully	suksesvol; 
succession	 opeenvolging;  suksessie; wisseling;  opvolging; 
successor	opvolger; 
such	 van so ’n aard; so;  sodanig;  sulkes;  sulke dinge;  sulke mense;  sulke; 
suffer	 duld; ly;  ly aan 'n siekte; 
suffered	 het geduld;  het aan 'n siekte gely; het gely; 
suffering	lyding; 
sufficient	voldoende;  genoegsaam; 
sufficiently	genoeg;  voldoende;  toereikend; 
sugar	suiker;  met suiker bestrooi;  versuiker; 
suggest	suggereer; 
suggested	gesuggereerde; 
suggestion	 wenk; voorstel;  ingewing;  suggestie; 
suggestions	 wenke;  ingewings;  suggesties; voorstelle; 
suggests	suggereer; 
suitable	geskik; 
suitably	 paslik; behoorlik;  gepas;  geskik; 
sum	 totaal;  sommeer; bedrag;  som; 
summary	opsomming; 
summer	somer; 
summit	 kruin;  spitsberaad;  toppunt; beraad; 
summits	kruine;  toppunte;  berade;  spitsberade; 
summon	 dagvaar; oproep; 
summoned	opgeroepte;  gedagvaarde; 
summons	dagvaarding; 
sun	son; 
sung	gesing; 
superior	 superieur-;  meerderwaardig;  bostandig; meerdere; 
supervisees	mense oor wie toesig gehou word; 
supervision	toesig;  toesighouding; 
supervisory	 toesighoudend; toesighoudende; 
supplement	bylae;  supplementeer;  byvoegsel;  supplement;  aanvul;  aanvulling;  aanhangsel;  bymiddel; 
supplementary	aanvullend;  supplementêr; 
supplied	 gelewerde; toegevoerde; gelewer;  verskafte;  voorsiene;  aangebode; 
supplier	 leweransier; verskaffer; 
suppliers	verskaffers;  leweransiers; 
supplies	benodighede; 
supply	 voorsiening;  aanbod;  toevoer;  lewer;  lewering;  voorraad;  bron;  verskaffing; voorsien;  verskaf; 
support	 steungebied;  steun;  stut;  stutkas;  steunstuk;  onderskraging;  ondersteun;  onderhou;  ondersteuning; help;  dra;  bestutting; 
supported	 gesteunde;  stutkas;  het gedra;  steunstuk;  gestutte;  ondersteunde;  onderskraagde;  het gehelp; onderhoude;  bestutte; 
supporting	 steun;  stut;  stutkas;  steunstuk;  onderskraging;  ondersteun;  onderhou; help;  dra;  bestutting; 
supportive	 ondersteunend; ondersteunende; 
supports	 steun;  stutte;  ondersteunings;  onderskraging;  ondersteun;  onderhou; stutte; help;  bestuttings;  dra; 
suppose	veronderstel; 
supposed	veronderstelde; 
supreme	belangrikste;  uiterste;  besonder;  toppunt; 
sure	seker; 
surely	sekerlik; 
surface	 vlakskaaf;  bedek;  oppervlakte;  oppervlak; vlak;  glad skuur;  oppervlakarea; 
surplus	surplus;  oorskot; 
surrender	 oorgawe;  oorgee; afkoop; 
surrounding	omringende;  omringend; 
surveillance	 deurlopende waarneming; toesig;  bewaking;  waarneming; 
survey	 'n opname maak;  oorsig;  opneming;  opname doen;  in oënskou neem;  waarneem;  landmeting;  opneem;  opmeting; ondersoek;  opname;  opname maak;  opmeet; 
surveyor	opmeter;  opnemer;  landmeter; 
surveyors	opnemers;  opmeters;  landmeters; 
surveys	 landmetings;  opnames doen;  oorsigte;  in oënskou neem;  opmetings;  opnemings;  opnames;  opnames maak; ondersoeke;  waarnemings; 
survival	voortbestaan;  oorlewing; 
survive	 oorlewe;  aan die lewe bly;  voortbestaan; oorleef; 
surviving	 oorlewe;  aan die lewe bly;  om voort te bestaan;  voortbestaan; oorleef; 
suspect	 verdink;  wantrou; vermoed;  verdagte;  verdag; 
suspected	gewantroude;  vermoede; verdagte;  verdinkte; 
suspects	 verdagtes; verdinktes;  wantrou; vermoedens; 
suspend	 intrek;  staak;  skors;  ophang;  suspendeer;  opgeskorte;  opskort; hang; 
suspended	hangend; 
suspension	 hanging;  intrekking;  staking; opskorting;  skorsing;  vertraging;  suspensie;  vering;  hang-;  ophanging; 
suspensions	 opskortings;  hangings;  intrekkings;  suspensies;  stakings;  hang-;  verings; ophangings; vertragings;  skorsings; 
sustain	 volhou; onderhou; 
sustainability	volhoubaarheid; 
sustainable	volhoubaar; 
sustained	volgehou; 
sustaining	 volhou; onderhou; 
swear	sweer;  vloek; 
swearing	sweer;  vloek; 
switch	 omruil;  omruiling;  van rigting verander;  oorskakel; skakel;  skakelaar;  haarstring;  oorskakeling; 
sworn	beëdigde;  geswore; 
symbol	 simbool; teken; 
symbolic	simbolies; 
symbolically	simbolies; 
symbolises	simboliseer; 
symbolism	simboliek;  simbolisme; 
symbols	 simbole; tekens; 
symposium	simposium; 
symptom	simptoom; 
symptoms	simptome; 
system	afdeling;  sisteem;  stelsel; 
systematic	sistematies; 
systematically	sistematies; 
systemic	sistemies; 
systems	 sisteme;  afdelings; stelsels; 
t	dr; 
tab	 kenkaartjie;  strokie;  klappie;  kenplaatjie; lus;  sluittand;  lip;  hulpvlak;  klap;  kenstrokie; 
table	 blad;  platvlak;  tafel; tabel;  tablet; 
tabled	getabelleer; 
tables	 tafels; tabelle;  platvlakke;  blaaie;  tablette; 
tabling	 glybaan;  tafelskeiding; tertafellegging; 
tabs	 kenkaartjies;  sluittande;  lusse;  klappies;  kenplaatjies;  strokies;  klappe;  kenstrokies;  hulpvlakke; lippe; 
tackle	 gereedskap;  aanpak;  aanvat;  takel;  takelstel; aanslag;  doodvat; 
tag	 kenkaartjie;  hegetiket;  kenskyf;  etiketteer;  kenplaatjie;  vlaggie;  hangetiket;  etiket; merk;  kenstrokie;  merker; 
tags	 vlaggies;  kenkaartjies; etikette; kenkaarte;  kenskywe;  etiketteer;  kenplaatjies;  hangetikette;  merkers;  kenstrokies;  hegetikette;  merker; 
take	 opname; neem;  wen;  dra; 
takeover	oorname; 
takes	neem;  wen;  dra; 
taking	opname;  mindering; 
tale	 storie; verhaal; 
talented	talentvol; 
talents	talente; 
tales	 verhale; stories; 
talk	praatjie; 
talking	praatwerk; 
talks	gesprekke; 
tall	lank; 
tangible	tasbaar; 
tap	 klop;  tap;  moerdraad sny;  klopdansystertjie;  snytap;  tik; kraan;  aftap;  klap; 
tape	 veranker;  met band versterk;  toedraai;  band vaswerk;  met band plak;  maatband;  lint; band;  meetband; 
target	 korrel;  skyf;  trefplaat;  mikpunt;  teiken; doelwit; 
targets	mikpunte;  teikens; doelwitte; teikens;  korrels;  skywe; 
tariff	tarief; 
tariffs	tariewe; 
task	taak; 
tasked	getaak; 
tasks	take; 
taught	geleerde; 
tax	belasting;  belas; 
taxable	belasbaar; 
taxation	belasting;  inkomstebelasting; 
taxed	 belaste; belastings; 
taxes	 belastings; belas; 
taxi	 huurmotor; taxi; 
taxpayer	 belastingbetaler; belastingpligtige; 
taxpayers	belastingbetalers;  belastingpligtiges; 
teach	leer; 
teacher	onderwyser; 
teachers	onderwysers; 
teaching	 onderrig; onderwys; 
team	span; 
teams	spanne; 
teaser	friesgordyn; 
technical	tegnies; 
technician	 biblioteektegnikus; tegnikus; 
technicians	tegnici;  biblioteektegnici;  biblioteektegnikusse;  tegnikusse; 
technique	tegniek; 
techniques	tegnieke; 
technological	tegnologies; 
technologies	tegnologieë; 
technology	tegnologie; 
telecommunication	telekommunikasie;  telekommunikering; 
telecommunications	telekommunikasiewese; 
telephone	telefoon;  telefoneer; 
television	televisie;  beeldradio; 
tell	tel; 
telling	tellings; 
tells	tel; vertel; 
temporarily	tydelik; 
temporary	tydelik; 
ten	tien; 
tend	 kyk na;  pas op;  geneig wees om; versorg; 
tender	 tenger;  tender;  aanbied;  kolewa;  diensboot; swak;  moederskip; 
tendered	verswakte;  getenderde;  aangebode; 
tenders	 moederskepe;  kolewaens; aanbiedings; 
tension	 trekspanning;  spanning;  trekspan;  gespannenheid; span;  span-;  spankrag; 
tenure	 ampsbekleding;  besitreg;  bekleding;  termyn;  eiendomsreg;  dienstyd;  lewensduur;  genot;  besitvoorwaardes;  besit; tydperk;  looptyd; 
term	 kwartaal; termyn;  term; 
terminate	eindig;  afsluit;  beëindig;  afheg; 
terminated	afgeslote; beëindig;  beëindigde; afgeheg; 
termination	 beëindiging;  afhegting; afsluiting; 
terminology	terminologie; 
terms	voorwaardes; 
terrestrial	aards;  land-;  epigeaal; 
territorial	territoriaal; 
territories	gebiede;  territoria;  grondgebiede;  territoriums; 
territory	gebied;  grondgebied;  territorium; 
terrorism	terrorisme; 
terrorist	terroriste;  terroris; 
tertiary	tersiêr;  derde orde;  tersiër; 
test	 op proef stel;  lorika;  testa; toets; 
tested	op proef gestel;  getoetste; 
testimony	getuienis; 
testing	 toetsing; toets; 
tests	toetse; 
text	 teksletter; inhoud;  teks; 
than	as;  dam; 
thank	dank; 
thanks	 dank; dankie; 
that	 daardie; dit;  dié;  dat; 
that's	dit is; 
the	die; 
theater	teaters; 
theatre	 teater; toneel; 
theatres	tonele;  teaters; 
theft	diefstal; 
their	 hul; hulle; 
them	 hul; hulle; 
theme	tema; 
themes	temas; 
themselves	hulleself;  hulself; 
then	 verder;  destyds;  dan;  dus; toe; 
theory	teorie; 
therapy	terapie; 
there	 daarso; by;  daar;  daarnatoe;  daarheen; 
thereafter	 vervolgens;  sedertdien; daarna; 
thereby	 daardeur; sodoende; 
therefore	dus; 
therein	daarin; 
thereof	daarvan; 
thereon	daarop; 
thereto	daarby; 
thereupon	daarop; 
therewith	daarmee; 
these	dit;  dié;  hierdie; 
they	 hulle; dit;  hul; 
thing	ding; 
things	dinge; 
think	dink; 
thinking	 dinkery; denke; 
third	derde;  'n derde; 
thirdly	derdens; 
thirds	derdes; 
thirty	dertig; 
this	dit;  dié;  hierdie; 
thorough	deeglik; 
those	 daai; daardie;  dié;  diegene; 
though	 alhoewel; hoewel; 
thought	gedagte; 
thoughts	gedagtes; 
thousand	duisend; 
thousands	 duisend; duisende; 
threat	bedreiging;  dreigement; 
threaten	bedreig;  dreig; 
threatened	bedreigde; 
threats	bedreigings;  dreigemente; 
three	drie; 
three-day	driedaagse; 
three-year	driejaar-; 
threshold	 drempel-;  drempel;  deurdrumpel; drumpel; 
thriving	bloeiende;  florerend; 
through	 deurlopend; deur;  knoopstrook; 
thus	 aldus;  daarom;  also; dus; 
ticket	kaartjie;  omlê; 
ticketing	omlê; 
tickets	kaartjies;  omlê; 
tier	 dwarsstrook;  stapelbak;  laag;  dwarsry;  dwarsval; val; 
tiers	 dwarsvalle;  dwarsstroke;  valle;  dwarsrye; lae;  stapelbakke; 
ties	knope; 
till	bewerk;  geldlaai;  kasregister; 
time	 tyd opneem;  tydsverloop;  duur;  tyd bepaal; tyd;  einde;  tyd reël;  die regte oomblik kies;  tyd meet; 
timeframes	afleweringsperiodes;  afleweringstydperke; 
timely	betyds; 
times	maal; 
tirelessly	 onverpoos;  rusteloos; onvermoeid; 
title	hoof;  titel;  opskrif; 
titled	getiteld; 
titles	rolverdeling; 
to	voor; 
tobacco	tabak; 
today	vandag; 
together	tesame; 
toilets	toilette; 
told	vertelde; 
tolerance	 verdraging;  toleransie;  weerstandsvermoë; verdraagsaamheid;  speling; 
tomorrow	môre; 
tonight	vanaand; 
tonnage	tonnemaat; 
tons	ton; 
too	ook; 
took	het gedra;  het gewen;  het geneem; 
tool	 nasny;  handstempel;  beitel;  werktuig; gereedskap;  gereedskapstuk;  stuk gereedskap; 
toolkit	 gereedskap; instrumente; 
tools	 werktuie; gereedskap; 
top	 bolaag;  bedek;  blad;  tol;  kap;  broeksband;  kruin; top;  bodeel;  bokant;  bovlak;  boversierde knoop;  deksel;  bostuk;  belê; 
topic	onderwerp; 
topics	onderwerpe; 
total	 algeheel;  optel; totaal; 
totalled	opgetelde; 
touch	 tassintuig;  tas;  aanraking; aanslag;  tikkie;  grensgebied;  afronding;  aanraak; 
tough	taai; 
tour	rondte;  toer; 
touring	 toerende; toer; 
tourism	toerisme; 
tourist	toeris; 
tourists	toeriste; 
tournament	toernooi; 
tournaments	toernooie; 
tours	toere;  rondtes; 
toward	 gehoorsaam;  teen;  na; vir;  leergierig;  gewillig; 
towards	 teenoor;  teen;  na; vir;  tot;  naby;  jeens; 
town	dorp; 
towns	dorpe; 
township	 dorpsgebied; dorp;  dorpsgedeelte;  stadsgedeelte;  township; 
townships	 dorpsgebiede;  dorpsgedeeltes; dorpe;  stadsgedeeltes;  townships; 
toy	speelding; 
trace	 naspoor;  spoor;  aftrek;  natrek;  snylyn;  spoor-;  vaatstring;  opspoor;  kromme;  traseer;  heenslag; teken;  kalkeer; 
track	 spoor;  opsporing; pad;  spoorbaan;  rusperband;  baan;  volg;  klankbaan;  spoorlyn;  veldpad;  rusper;  naspeuring; 
trade	 vragvaart; bedryf;  ambag;  verhandel;  passaat;  handel; 
trading	handel; 
tradition	tradisie;  oorlewering; 
traditional	tradisioneel; 
traditionally	tradisioneel; 
traditions	tradisies;  oorlewerings; 
traffic	verkeer; 
tragedy	tragedie; 
tragic	tragies; 
train	 trein;  oefen;  sleep;  reeks;  opstelling;  oplei;  rig;  afrig; skool;  span; 
trained	 gespande;  geoefende;  geskoolde;  afgerigte;  gerigte; opgeleide;  gesleepte; 
training	 afrigting;  oefening;  rigting; opleiding; 
trajectory	baan;  trajektorie;  straalbaan;  trajek; 
transaction	transaksie; 
transactions	transaksies; 
transfer	 oordra-afdruk;  oordruk; vervoer;  oordrag;  transport;  oordraer;  strykpatroon;  oordra;  oorstap;  oorplasing;  verplasing;  verplaas;  oordravel;  oorgaan;  oorplaas; 
transferred	vervoerde;  verplaaste;  het oorgestap;  getransporteerde; oorgegaan;  oorgeplaaste;  oorgedrukte;  oorgedraagde; 
transferring	oordraging; 
transfers	 oordraers;  strykpatrone;  transporte;  oordrukke;  verplasings;  oordravelle; oorplasings;  oordragings; 
transform	 omvorm;  omsit;  transformeer; transformasie;  omskep; 
transformation	 byhaarstuk;  omsetting; transformasie;  gedaantewisseling;  omvorming; 
